Listings,Price,Room Type,Reviews,Location
Beautiful Fresh Studio for Sublet,140,Entire home/apt,34 reviews,"Clinton Hill, Brooklyn"
Modern 2 Bedroom in Park Slope,250,Entire home/apt,1 review,"Boerum Hill, Brooklyn"
Williamsburg apartment with terrace,175,Entire home/apt,71 reviews,"Williamsburg, Brooklyn"
Calm and Quiet in Modern Studio,90,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Cozy Bedroom in Williamsburg 2 BR,80,Private room,70 reviews,"Williamsburg, Brooklyn"
BayRidge near subway & express bus,40,Private room,38 reviews,"Bay Ridge, Brooklyn"
"Spacious, Spotless 1Bd- BK Heights!",150,Entire home/apt,89 reviews,"Brooklyn Heights, Brooklyn"
"BIG, COMFY, WILL-B DPLX GARDEN APT",289,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
"Modern, spacious 2bed & 2 bath",345,Entire home/apt,4 reviews,"Williamsburg, Brooklyn"
THIS IS YOUR BEST BROOKLYN HOME,65,Private room,O reviews,"Bay Ridge, Brooklyn"
Comfortable one bedroom with patio,150,Entire home/apt,2 reviews,"Fort Greene, Brooklyn"
The newest building in Williamsburg,163,Private room,26 reviews,"Williamsburg, Brooklyn"
Large 2 BR apt in quiet brownstone,130,Entire home/apt,43 reviews,"Bedford-Stuyvesant, Brooklyn"
"Large, peaceful Brooklyn apartment",85,Private room,12 reviews,"Park Slope, Brooklyn"
"Cozy, Bright Bushwick Room off L&M",53,Private room,4 reviews,"Bushwick, Brooklyn"
"Cozy & Airy 1 bdrm apt, Ft. Greene",150,Entire home/apt,10 reviews,"Fort Greene, Brooklyn"
Charming room near Park & Museum!,48,Private room,4 reviews,"Prospect Heights, Brooklyn"
New studio APT with marble floors!,68,Entire home/apt,52 reviews,"Bushwick, Brooklyn"
Ample 1BD apt. in hip Bushwick,125,Entire home/apt,17 reviews,"Bushwick, Brooklyn"
Comfortable 1 Bedroom in Greenpoint,150,Entire home/apt,27 reviews,"Greenpoint, Brooklyn"
Bright Room in Prime Williasmburg,85,Private room,9 reviews,"Williamsburg, Brooklyn"
Beautiful Grdn. Apt. in Park Slope,135,Entire home/apt,51 reviews,"Park Slope, Brooklyn"
Cozy private room in Clinton Hill,28,Private room,4 reviews,"Clinton Hill, Brooklyn"
Stunning Greenpoint Penthouse,100,Private room,14 reviews,"Greenpoint, Brooklyn"
Charming room in Victorian home,79,Private room,50 reviews,"Bedford-Stuyvesant, Brooklyn"
Spacious Luxury Studio in Brooklyn,119,Entire home/apt,22 reviews,"Downtown Brooklyn, Brooklyn"
Beautiful modern Brooklyn apt,180,Entire home/apt,13 reviews,"Boerum Hill, Brooklyn"
Charming 3bdrm Loft~Bed & Bagel!,195,Entire home/apt,34 reviews,"Bushwick, Brooklyn"
SUNNY ROOM A- 15 MINUTES >MANHATTAN,78,Private room,7 reviews,"Bushwick, Brooklyn"
Beautiful room attached to bathroom,85,Private room,33 reviews,"Greenpoint, Brooklyn"
Modern Loft Apartment Williamsburg,175,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
BROOKLYN VICTORIAN STYLE SUITE.....,100,Private room,100 reviews,"Fort Greene, Brooklyn"
Williamsburg Penthouse Hideaway,65,Private room,40 reviews,"Williamsburg, Brooklyn"
Giant Bedroom - Steps from Subway,94,Private room,2 reviews,"Carroll Gardens, Brooklyn"
Bedroom//Hip Neighborhood//Backyard,40,Private room,64 reviews,"Bushwick, Brooklyn"
Lovely Room - Lorimer L Train,90,Private room,13 reviews,"Williamsburg, Brooklyn"
Charming and Cozy 1 Bedroom,145,Entire home/apt,6 reviews,"Carroll Gardens, Brooklyn"
Loft in S. williamsburg Brooklyn  2,80,Private room,13 reviews,"Bedford-Stuyvesant, Brooklyn"
Prospect Heights Views & Vanderbilt,195,Entire home/apt,13 reviews,"Prospect Heights, Brooklyn"
Home Sweet Home 2!!!!,80,Private room,33 reviews,"Williamsburg, Brooklyn"
Charming Bright 2BR apt- sleeps 6,189,Entire home/apt,43 reviews,"DUMBO, Brooklyn"
Welcome to a Glasshouse experience!,99,Private room,31 reviews,"Williamsburg, Brooklyn"
Spacious room in cozy Boerum Hill,90,Private room,73 reviews,"Boerum Hill, Brooklyn"
Big and beautiful private bedroom,80,Private room,4 reviews,"Bedford-Stuyvesant, brooklyn"
Stunning Greenpoint Penthouse,100,Private room,14 reviews,"Greenpoint, Brooklyn"
Spacious One bedroom near the Park,100,Entire home/apt,10 reviews,"Lefferts Garden, Brooklyn"
Brick wall room w/breakfast,60,Private room,8 reviews,"Bedford-Stuyvesant, Brooklyn"
Huge bedroom! One block from subway,36,Private room,32 reviews,"Midwood, Brooklyn"
Park Slope-Private Room/Bath/Entry,115,Private room,88 reviews,"Park Slope, Brooklyn"
Cozy Room in Charming Brownstone,55,Private room,16 reviews,"Sunset Park, Brooklyn"
*PRIME LOCATION* STEPS TO L TRAIN,85,Private room,15 reviews,"Williamsburg, Brooklyn"
Large Room in Beautiful Apartment,87,Private room,24 reviews,"Greenpoint, Brooklyn"
Great house in Williamsburg,250,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
COMFY ROOM #3 ~ AMAZING LOCATION!,109,Private room,59 reviews,"Williamsburg, Brooklyn"
YOGA 2,27,Shared room,4 reviews,"Bushwick, Brooklyn"
Cozy room in a Spacious Duplex,55,Private room,6 reviews,"Bushwick, Brooklyn"
Private BR in amazing neighborhood,105,Private room,1 review,"Carroll Gardens, Brooklyn"
Northside Williamsburg Brooklyn,77,Private room,O reviews,"Williamsburg, Brooklyn"
Minimalist loft in Williamsburg,189,Entire home/apt,24 reviews,"Williamsburg, Brooklyn"
Brooklyn Style - With a Balcony!!!,45,Private room,O reviews,"Bedford-Stuyvesant, Brooklyn"
Great Studio in Fort Greene,150,Entire home/apt,11 reviews,"Fort Greene, Brooklyn"
Beautiful new loft in greenpoint,130,Entire home/apt,15 reviews,"Greenpoint, Brooklyn"
Palace in the Sky,295,Entire home/apt,15 reviews,"Williamsburg, Brooklyn"
Columbia Waterfront District,145,Entire home/apt,47 reviews,"Columbia Street Waterfront, Brooklyn"
Sunny Loft in Brooklyn by River,225,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
BKLYN Brownstone- Premiere Studio!,140,Entire home/apt,66 reviews,"Bedford-Stuyvesant, Brooklyn"
Luxury Fort Greene Brooklyn Apt,149,Private room,1 review,"Fort Greene, Brooklyn"
Two Spacious room's in Brooklyn!!,150,Private room,6 reviews,"Crown Heights, Brooklyn"
Artsy Room in Bed-Stuy w/ Rooftop,55,Private room,49 reviews,"Bedford-Stuyvesant, Brooklyn"
1br private roofdeck with views!,170,Entire home/apt,10 reviews,"Park Slope, Brooklyn"
Room On Bedford/ Heart Williamsburg,99,Private room,13 reviews,"Williamsburg, Brooklyn"
"Sunny 1BD, Graham Ave, Williamsburg",77,Private room,5 reviews,"Williamsburg, Brooklyn"
HUGE Loft! Comfy! Light! Plants!,61,Private room,40 reviews,"Bushwick, Brooklyn"
Sunny quiet private 3rd floor room,39,Private room,16 reviews,"Crown Heights, Brooklyn"
Classic Artists Loft Best Block,185,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
Modern/Rustic Studio Apt.,195,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
"Cozy room, great view of Manhattan",89,Private room,33 reviews,"Brooklyn Navy Yard, Brooklyn"
BEST LOCATION and BEAUTIFUL ROOM,100,Private room,20 reviews,"Williamsburg, Brooklyn"
Vegetarian Artists Zen Happy Co-Op,75,Private room,O reviews,"Williamsburg, Brooklyn"
"Dream Come True! Williamsburg, BK",109,Private room,85 reviews,"Williamsburg, Brooklyn"
Haven on Bedford Avenue,93,Private room,10 reviews,"Williamsburg, Brooklyn"
Nice studio apartment in Brooklyn!,70,Entire home/apt,7 reviews,"Crown Heights, Brooklyn"
Charming 3bdrm Loft~Bed & Bagel!,195,Entire home/apt,34 reviews,"Bushwick, Brooklyn"
Comforts in Bushwick Brooklyn,70,Private room,45 reviews,"Bushwick, Brooklyn"
Sunny Brand New Park Slope Studio,125,Entire home/apt,16 reviews,"Park Slope, Brooklyn"
Beautiful Williamsburg APT w/ VIEW!,199,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Cozy 2 Bedroom Bushwick Retreat,145,Entire home/apt,13 reviews,"Bushwick, Brooklyn"
Nov. 26- Dec 1 in Greenpoint,125,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Designer loft in hip Williamsburg,170,Entire home/apt,16 reviews,"Williamsburg, Brooklyn"
Cozy Rm in Loft! Steps to L Train!,60,Private room,22 reviews,"Williamsburg, Brooklyn"
Industrial-Chic Brooklyn Flat,125,Entire home/apt,16 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful Private Apt- Williamsburg,100,Private room,6 reviews,"Greenpoint, Brooklyn"
BUDGET ROOM ~ BEST LOCATION!! #2,89,Private room,70 reviews,"Williamsburg, Brooklyn"
Private 2 bedroom apt SLEEPS 4+,120,Entire home/apt,48 reviews,"Williamsburg, Brooklyn"
Room for rent in Williamsburg,50,Private room,1 review,"Williamsburg, Brooklyn"
Beautiful Williamsburg APT w/ VIEW!,199,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
"The heart of Williamsburg, Brooklyn",125,Private room,5 reviews,"Williamsburg, Brooklyn"
Brownstone 1 BD apt & private bath,100,Entire home/apt,9 reviews,"Bedford-Stuyvesant, Brooklyn"
PRIVATE BATHROOM - Im never home,49,Private room,26 reviews,"Bedford-Stuyvesant, Brooklyn"
Brooklyn 1 BR near subway,75,Entire home/apt,10 reviews,"Crown Heights, Brooklyn"
Sweet Lil Williamsburg One Bedroom,134,Entire home/apt,46 reviews,"Williamsburg, Brooklyn"
Treehouse Nook in Bushwick Home,80,Private room,10 reviews,"Bushwick, Brooklyn"
Bi-level Loft with a Private Garden,198,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
COMFORT AND CONVENIENCE IN THE CITY,65,Private room,29 reviews,"Bedford-Stuyvesant, Brooklyn"
HUGE ROOM 1 - 15 MINUTES >MANHATTAN,78,Private room,17 reviews,"Bushwick, Brooklyn"
Nov. 26- Dec 1 in Greenpoint,125,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Calm & Sunny Apt in Carroll Gardens,165,Entire home/apt,16 reviews,"Carroll Gardens, Brooklyn"
"Cobble Hill, Brooklyn, townhouse BR",150,Private room,2 reviews,"Cobble Hill, Brooklyn"
SUNNY MODERN LOFT 2 ON BEDFORD AVE!,100,Private room,20 reviews,"Williamsburg, Brooklyn"
SUNNY & ARTSY E. WILLIAMSBURG APT!,99,Entire home/apt,O reviews,"Williamsburg, Brooklyn"
Private Room 3- Amazing Wberg Flat,75,Private room,19 reviews,"Williamsburg, Brooklyn"
"Airy room, nice yard w/hammock",45,Private room,9 reviews,"Windsor Terrace, Brooklyn"
Super Cozy 1 BHK fully loaded Apt,150,Entire home/apt,2 reviews,"Bedford-Stuyvesant, Brooklyn"
BEAUTIFUL STUDIO IN BOERUM HILL #8,175,Entire home/apt,21 reviews,"Boerum Hill, Brooklyn"
Vegetarian Artists Zen Happy Co-Op,75,Private room,O reviews,"Williamsburg, Brooklyn"
Huge Room Prospect Park Brooklyn!,60,Private room,1 review,"Lefferts Garden, Brooklyn"
Urban Jungle in Bedford Stuyvesant,110,Entire home/apt,43 reviews,"Bushwick, Brooklyn"
In the heart of brownstone Brooklyn,85,Private room,2 reviews,"Clinton Hill, Brooklyn"
Clean Private Room (in Brooklyn),62,Private room,75 reviews,"Greenpoint, Brooklyn"
New 3 BR Groups and Familes Welcome,139,Entire home/apt,51 reviews,"Lefferts Garden, Brooklyn"
Urban oasis! 2 bedrooms w/ 3 patios,165,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Spacious E Williamsburg Artist Loft,200,Entire home/apt,20 reviews,"Williamsburg, Brooklyn"
3 Bedroom on Bedford w/ Huge Patio,274,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
Family Friendly 5 Stars - 20% Off,159,Entire home/apt,139 reviews,"Park Slope, Brooklyn"
Private room in beautiful loft,68,Private room,38 reviews,"Clinton Hill, Brooklyn"
2BR Apt in Park Slope,124,Entire home/apt,O reviews,"Park Slope, Brooklyn"
Room for a girl in Park Slope,45,Private room,15 reviews,"Park Slope, Brooklyn"
Your Prospect Heights Garden Oasis!,169,Entire home/apt,32 reviews,"Prospect Heights, Brooklyn"
Williamsburg spacious Duplex & yard,229,Entire home/apt,43 reviews,"Greenpoint, Brooklyn"
Charming Private Bdrm (A STEAL!),65,Private room,27 reviews,"Park Slope, Brooklyn"
Rooftop Garden Condo-DwntwnBK/DUMBO,150,Entire home/apt,11 reviews,"Fort Greene, Brooklyn"
NYC artists’ loft with roof deck,50,Private room,55 reviews,"Greenpoint, Brooklyn"
"Brooklyn, Large Loft-Like Apartment",149,Entire home/apt,26 reviews,"Windsor Terrace, Brooklyn"
"Room & Breakfast, Steps to L Train",65,Private room,114 reviews,"Bushwick, Brooklyn"
Private bedroom/bathroom/balcony,75,Private room,10 reviews,"Crown Heights, Brooklyn"
Charming 1br Apt In Williamsburg!!,170,Entire home/apt,23 reviews,"Williamsburg, Brooklyn"
Classic Williamsburg loft bedroom,50,Private room,4 reviews,"Williamsburg, Brooklyn"
Brooklyn Boheme,75,Private room,7 reviews,"Bedford-Stuyvesant, Brooklyn"
Sunny 1 or 2 BR apt in Boerum Hill,179,Entire home/apt,68 reviews,"Boerum Hill, Brooklyn"
Seven Days Sleep Near Prospect Park,100,Entire home/apt,24 reviews,"Lefferts Garden, Brooklyn"
Cozy & Convenient Brooklyn Apt.,195,Entire home/apt,9 reviews,"Fort Greene, Brooklyn"
Sunny Room in the Heart of it All!,95,Private room,41 reviews,"Williamsburg, Brooklyn"
Cozy Room with Private Backyard,70,Private room,O reviews,"Crown Heights, Brooklyn"
BIG ROOM 2- 15 MINUTES TO MANHATTAN,75,Private room,17 reviews,"Bushwick, Brooklyn"
BnoB (2 br) — Heart of Williamsburg,250,Entire home/apt,108 reviews,"Williamsburg, Brooklyn"
Hancock House cozy Garden Level,99,Entire home/apt,5 reviews,"Bedford-Stuyvesant, Brooklyn"
Chic Victorian Garden Studio Apt.,159,Entire home/apt,92 reviews,"Clinton Hill, Brooklyn"
Beautiful room attached to bathroom,85,Private room,33 reviews,"Greenpoint, Brooklyn"
Own Bedroom in Private Apartment,65,Private room,16 reviews,"Crown Heights, Brooklyn"
Brooklyn 3BR Near Transportation,120,Entire home/apt,14 reviews,"Crown Heights, Brooklyn"
Garden Apt in Brownstone Brooklyn!,150,Entire home/apt,19 reviews,"Cobble Hill, Brooklyn"
HUGE SUNNY ROOM 1 PRIME WILLYBURG!!,100,Private room,12 reviews,"Williamsburg, Brooklyn"
Quintessential W'burg Apartment,100,Private room,32 reviews,"Williamsburg, Brooklyn"
Historic Carroll Gardens 3 Bedroom,399,Entire home/apt,50 reviews,"Carroll Gardens, Brooklyn"
Romantic Brooklyn Garden Apt,175,Entire home/apt,17 reviews,"Fort Greene, Brooklyn"
A Quaint Retreat !Live Like a Local,110,Entire home/apt,59 reviews,"Bedford-Stuyvesant, Brooklyn"
Cozy Park Slope Apartment w/ View,119,Entire home/apt,4 reviews,"Park Slope, Brooklyn"
Peaceful Room in Heart of Ft Greene,80,Private room,3 reviews,"Fort Greene, Brooklyn"
Williamsburg house | near Lorimer L,100,Private room,26 reviews,"Williamsburg, Brooklyn"
Private rm in cozy WILLIAMSBURG apt,109,Private room,18 reviews,"Williamsburg, Brooklyn"
Room in Lux Williamsburg Penthouse,125,Private room,16 reviews,"Williamsburg, Brooklyn"
"Stay in Bushwick, Brooklyn!",54,Private room,11 reviews,"Bushwick, Brooklyn"
"Quiet Space, Hip Place",60,Private room,9 reviews,"Williamsburg, Brooklyn"
Studio in Downtown Brooklyn,140,Entire home/apt,16 reviews,"Downtown Brooklyn, Brooklyn"
Top Floor 2bd Luxury Brownstone Apt,215,Entire home/apt,69 reviews,"Fort Greene, Brooklyn"
Large Bedroom with Washer/dryer,70,Private room,2 reviews,"Flatbush, Brooklyn"
spacious comfortable quiet duplex,130,Entire home/apt,7 reviews,"Park Slope, Brooklyn"
"Large, Luxury Triplex in Brownstone",425,Entire home/apt,14 reviews,"Clinton Hill, Brooklyn"
Eclectic Sunny Room in Williamsburg,80,Private room,6 reviews,"Williamsburg, Brooklyn"
"Beautiful 3BR 2BA Condo, sleeps 6",220,Entire home/apt,28 reviews,"Bushwick, Brooklyn"
"Easy going, clean and close to city",65,Private room,23 reviews,"Bedford-Stuyvesant, Brooklyn"
Park Slope 4b Next To Prospect Park,400,Entire home/apt,12 reviews,"Park Slope, Brooklyn"
Private Room in WBerg Flat 4C,90,Private room,17 reviews,"Williamsburg, Brooklyn"
Trendiest building in Brooklyn!,80,Private room,22 reviews,"Bushwick, Brooklyn"
"BEAUTIFUL APARTMENT, GREAT LOCATION",250,Entire home/apt,5 reviews,"Boerum Hill, Brooklyn"
1BR Charming Plant-Filled in Wburg,200,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
Huge Room in Williamsburg Brooklyn,55,Private room,3 reviews,"Williamsburg, Brooklyn"
Big Cute Room w/Pvt Entry in Duplex,90,Private room,72 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful Bedstuy Garden Apartment,109,Entire home/apt,8 reviews,"Bedford-Stuyvesant, Brooklyn"
THE PRESIDENT'S SUITE,90,Private room,8 reviews,"Williamsburg, Brooklyn"
Sunny 1 Bedroom Apartment/Loft,150,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
Perfect Open-plan in Clinton Hill,158,Entire home/apt,16 reviews,"Clinton Hill, Brooklyn"
Modern bright 1 BR in Williamsburg,220,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Williamsburg Lodge,90,Private room,4 reviews,"Williamsburg, Brooklyn"
Queen Bed with Private Bathroom,69,Private room,5 reviews,"Fort Greene, Brooklyn"
WONDERFUL DUPLEX PENTHOUSE,200,Entire home/apt,O reviews,"Williamsburg, Brooklyn"
B -Luxury Private Room w/Courtyard,120,Private room,15 reviews,"Williamsburg, Brooklyn"
newly renovated loft 1 stop to city,100,Private room,9 reviews,"Williamsburg, Brooklyn"
Park Slope/Prospect Hghts 2 bedroom,149,Entire home/apt,59 reviews,"Prospect Heights, Brooklyn"
Beautiful room off Bedford ave.,69,Private room,47 reviews,"Williamsburg, Brooklyn"
Peaceful new 2 bed in South Wsbg!,200,Entire home/apt,17 reviews,"Williamsburg, Brooklyn"
Room 4 subway stops from Manhattan,80,Private room,43 reviews,"Lefferts Garden, Brooklyn"
Charming Cheery Studio*Great Space*,95,Entire home/apt,10 reviews,"Prospect Heights, Brooklyn"
"Big, quiet room in charming apt",60,Private room,2 reviews,"Williamsburg, Brooklyn"
Cozy 1 Bedroom in Prime Location,100,Entire home/apt,39 reviews,"Clinton Hill, Brooklyn"
Elegantly Simple Bed-Stuy Flat,129,Entire home/apt,16 reviews,"Bedford-Stuyvesant, Brooklyn"
"1 Bd Apartment, Sunny,Happy by Park",65,Entire home/apt,7 reviews,"Midwood, Brooklyn"
Luxury Rental In Downtown Brooklyn,195,Entire home/apt,29 reviews,"Downtown Brooklyn, Brooklyn"
Stay in Bushwick Brooklyn,54,Private room,6 reviews,"Bushwick, Brooklyn"
"Private bathroom, private rooftop!!",129,Private room,2 reviews,"Williamsburg, Brooklyn"
BIG ROOM 1- 15 MINUTES TO MANHATTAN,75,Private room,12 reviews,"Bushwick, Brooklyn"
Bondtastic: Fabulous in Brooklyn.,120,Entire home/apt,12 reviews,"Gowanus, Brooklyn"
"Sunny BR, bike, Prospect Park!",40,Private room,50 reviews,"Flatbush, Brooklyn"
"Sunny Room In Williamsburg,Brooklyn",85,Private room,5 reviews,"Williamsburg, Brooklyn"
Entire 3BR Lux Apt 20min>Manhattan,99,Entire home/apt,6 reviews,"Bedford-Stuyvesant, Brooklyn"
Mod Bushwick Escape by the L Train,60,Private room,23 reviews,"Bushwick, Brooklyn"
Beds Bikes Breakfast (on The Park!),55,Private room,30 reviews,"Flatbush, Brooklyn"
Cozy Park Slope Apartment w/ View,119,Entire home/apt,4 reviews,"Park Slope, Brooklyn"
Roommate wanted in 2bed/2 bath Loft,130,Private room,12 reviews,"Williamsburg, Brooklyn"
Sunny 2BR in Brooklyn Townhouse,180,Entire home/apt,2 reviews,"Windsor Terrace, Brooklyn"
2 Bedrooms with Panoramic View,130,Entire home/apt,2 reviews,"Crown Heights, Brooklyn"
"Huge Sunny Private Bedroom, 1st FL",75,Private room,6 reviews,Brooklyn
Large Sunny Rm-6th Fl View/Elevator,75,Private room,30 reviews,"Kensington, Brooklyn"
NEW MODERN LOFT 3 ON BEDFORD AVE!!!,100,Private room,30 reviews,"Williamsburg, Brooklyn"
"Best Room in Sunset Park, Brooklyn.",55,Private room,5 reviews,"Sunset Park, Brooklyn"
Bushwick Room with great back yard,60,Private room,2 reviews,"Bushwick, Brooklyn"
Big studio rm in heart of Brooklyn,75,Private room,3 reviews,"Williamsburg, Brooklyn"
Boerum Hill Brownstone w/Garden,70,Private room,1 review,"Boerum Hill, Brooklyn"
Stylish Flat with Stunning Rooftop,249,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
Williamsburg VacationRoomRental !!!,69,Private room,24 reviews,"Williamsburg, Brooklyn"
"lovely, spacious wmsbrg apt w deck",250,Entire home/apt,13 reviews,"Williamsburg, Brooklyn"
Cozy Nook in Heart of Williamsburg,59,Private room,58 reviews,"Williamsburg, Brooklyn"
Private Room in Williamsburg Loft,90,Private room,8 reviews,"Williamsburg, Brooklyn"
Heart of Wberg Private Room 1A,80,Private room,23 reviews,"Williamsburg, Brooklyn"
Brand new condo near Prospect Park,89,Private room,O reviews,"Lefferts Garden, Brooklyn"
"NYC, Modern & Comfortable. THE ONE",199,Entire home/apt,52 reviews,"Williamsburg, Brooklyn"
The Perfect NYC Lofted Studio Apt,150,Entire home/apt,22 reviews,"Brooklyn Heights, Brooklyn"
Large Williamsburg Loft Apartment,200,Entire home/apt,32 reviews,"Williamsburg, Brooklyn"
"Creative Hub! Private, Unique, Fun!",55,Private room,16 reviews,"Bushwick, Brooklyn"
Charming Carriage House Suite,153,Entire home/apt,170 reviews,"Williamsburg, Brooklyn"
Huge duplex in chic area of BK,400,Entire home/apt,17 reviews,"Crown Heights, Brooklyn"
Modern Living in Trendy Brooklyn,180,Entire home/apt,30 reviews,"Boerum Hill, Brooklyn"
Directly Across from Prospect Park!,59,Private room,59 reviews,Brooklyn
Private couples & family paradise,60,Entire home/apt,40 reviews,"East New York, Brooklyn"
Carroll Gardens Carriage House,90,Private room,27 reviews,"Gowanus, Brooklyn"
A Spacious Room in A Brooklyn House,75,Private room,10 reviews,"Lefferts Garden, Brooklyn"
Charming room near Park & Museum!,48,Private room,4 reviews,"Prospect Heights, Brooklyn"
Spacious 3 Bed in Carroll Gardens,249,Entire home/apt,9 reviews,"Carroll Gardens, Brooklyn"
Private Room in Williamsburg Loft,115,Private room,49 reviews,"Williamsburg, Brooklyn"
Modern 2 Bedroom in Park Slope,250,Entire home/apt,1 review,"Boerum Hill, Brooklyn"
"Great studio, Fort Greene, Brooklyn",135,Entire home/apt,8 reviews,"Fort Greene, Brooklyn"
Historic Park Slope Gem - 1br,175,Entire home/apt,20 reviews,"Park Slope, Brooklyn"
Renovated 1BD Near Promenade & Park,190,Entire home/apt,8 reviews,"Brooklyn Heights, Brooklyn"
Whimsy Williamsburg 1BR Apartment,150,Entire home/apt,20 reviews,"Williamsburg, Brooklyn"
Bright Star of Brooklyn,108,Private room,10 reviews,"Carroll Gardens, Brooklyn"
Cozy Haven in Bushwick Brooklyn,70,Private room,4 reviews,"Bushwick, Brooklyn"
Party/Event Loft 3000SQ FT BKLYN,1399,Entire home/apt,5 reviews,"Clinton Hill, Brooklyn"
Beautiful modern 2 bdrm apt W/loft,200,Entire home/apt,17 reviews,"Greenpoint, Brooklyn"
Loft Bedroom in Trendy Bushwick,65,Private room,6 reviews,"Bushwick, Brooklyn"
Welcome to the Valley!,125,Entire home/apt,22 reviews,"Bushwick, Brooklyn"
Brownstone Beauty on the Greene,99,Entire home/apt,39 reviews,"Bedford-Stuyvesant, Brooklyn"
Bedroom in Williamsburg Apartment,65,Private room,7 reviews,"Williamsburg, Brooklyn"
Incredible Views in Williamsburg,150,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Cozy Haven in Ocean Hill/Bedstuy!,50,Private room,54 reviews,"Crown Heights, Brooklyn"
Beautiful room in Brooklyn,45,Private room,2 reviews,"Bay Ridge, Brooklyn"
Northside Williamsburg Loft,100,Private room,40 reviews,"Williamsburg, Brooklyn"
"Sky-lit 1BR Prospect Heights, Bklyn",129,Entire home/apt,2 reviews,"Prospect Heights, Brooklyn"
"Stunning new room WILLIAMSBURG, NY",119,Private room,4 reviews,"Williamsburg, Brooklyn"
Private Room in a two bedroom apt.,80,Private room,18 reviews,"Bushwick, Brooklyn"
Charming Brownstone Apt on the Park,125,Entire home/apt,4 reviews,"Park Slope, Brooklyn"
Brooklyn Penthouse w/ Skyline View,75,Private room,8 reviews,"Crown Heights, Brooklyn"
Room in beautiful apartment!,75,Private room,10 reviews,"Clinton Hill, Brooklyn"
Private Room in WBerg Flat 4A,90,Private room,14 reviews,"Williamsburg, Brooklyn"
BIG 2 Bed/2 Bath in Prime Brooklyn!,200,Entire home/apt,18 reviews,"Cobble Hill, Brooklyn"
Private Bed & Bath 1 Block to Train,85,Private room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Huge bedroom in Brooklyn loft!,55,Private room,O reviews,"Bushwick, Brooklyn"
BED & BATHROOM in BROOKLYN,100,Private room,22 reviews,"Bedford-Stuyvesant, Brooklyn"
"1st level of SHARED loft, near L",50,Shared room,10 reviews,"Williamsburg, Brooklyn"
Bedroom with Garden at the Back,70,Private room,107 reviews,"Clinton Hill, Brooklyn"
Private Room in Crown Heights!,75,Private room,2 reviews,"Crown Heights, Brooklyn"
Spacious Room in NYC Loft,85,Private room,44 reviews,"Williamsburg, Brooklyn"
Large Bedroom 15 Min From Manhattan,50,Private room,41 reviews,"Sunset Park, Brooklyn"
Greenpoint oasis in the sky,185,Entire home/apt,2 reviews,"Greenpoint, Brooklyn"
The Perfect Brooklyn Heights Apt,115,Entire home/apt,12 reviews,"Brooklyn Heights, Brooklyn"
Classic Park Slope brownstone,169,Private room,17 reviews,"Park Slope, Brooklyn"
Bright Room in Williamsburg,55,Private room,O reviews,"Williamsburg, Brooklyn"
"Cozy 1 bdrm Park Slope, Brooklyn,",100,Entire home/apt,3 reviews,"Park Slope, Brooklyn"
Large BDR in W'burg - Monthly Rate,100,Private room,2 reviews,"Greenpoint, Brooklyn"
Renovated Apt. w/ Private Patio/BBQ,100,Entire home/apt,72 reviews,"Crown Heights, Brooklyn"
"Bright, Large room with Queen Bed",95,Private room,1 review,"Williamsburg, Brooklyn"
"Private Entrance, Beautiful Garden",99,Entire home/apt,44 reviews,"Bedford-Stuyvesant, Brooklyn"
"1899 BK Mansion, 15min to Manhattan",65,Private room,5 reviews,"Bushwick, Brooklyn"
Private Room in South Williamsburg for an Amazing NYC Experience!,104,Private room,34 reviews,"Williamsburg, Brooklyn"
"Sunny Room, Only 1 Block to Subway!",47,Private room,43 reviews,"Bedford-Stuyvesant, Brooklyn"
Cheerful 1 bedroom in a great area,110,Entire home/apt,10 reviews,"Crown Heights, Brooklyn"
Fort Greene Brooklyn Studio Apt,140,Entire home/apt,2 reviews,"Fort Greene, Brooklyn"
LARGE WAREHOUSE LOFT w CITY Views7,75,Entire home/apt,60 reviews,"Bedford-Stuyvesant, Brooklyn"
